final_psx_address,beta_psx_address,repo_function,file,line,markers,comment
0x80050758,0x80050758,HybridCollision,GAME/OBJECTS.C,413,F,"50758, ? (F)"
0x80050c40,0x800507dc,TargetVisible,GAME/PEOPLE.C,92,<;<;F,"507DC(<), 50C40(<) (F)"
0x80050d50,0x800508ec,Targetable,GAME/PEOPLE.C,60,F,"508EC, 50D50 (F)"
0x80050e98,0x80050a34,GunShot,GAME/PEOPLE.C,55,<;<;F,"50A34(<), 50E98(<) (F)"
0x80050ea0,0x80050a3c,GunHit,GAME/PEOPLE.C,39,F,"50A3C, 50EA0 (F)"
0x80050fbc,0x80050b58,GunMiss,GAME/PEOPLE.C,25,F,"50B58, 50FBC (F)"
0x800510d8,0x80050c74,ShotLara,GAME/PEOPLE.C,19,,"50C74, 510D8"
0x80051468,0x80051004,PuzzleDone,GAME/PICKUP.C,325,F,"51004, 51468 (F)"
0x80051664,0x80051200,FindPlinth,GAME/PICKUP.C,319,,"51200, 51664"
0x800518b4,0x80051450,AnimatingPickUp,GAME/PICKUP.C,273,<;F,"51450(<), 518B4 (F)"
0x80051a10,0x800515ac,RegeneratePickups,GAME/PICKUP.C,240,F,"515AC, 51A10 (F)"
0x80051b2c,0x800516c8,PickUpCollision,GAME/PICKUP.C,235,,"516C8, 51B2C"
0x800525ec,0x80052188,KeyHoleCollision,GAME/PICKUP.C,230,,"52188, 525EC"
0x8005292c,0x800524c8,PuzzleDoneCollision,GAME/PICKUP.C,222,<;F,"524C8(<), 5292C (F)"
0x80052984,0x80052520,PuzzleHoleCollision,GAME/PICKUP.C,217,,"52520, 52984"
0x80053078,0x80052c14,KeyTrigger,GAME/PICKUP.C,194,<;<;F,"52C14(<), 53078(<) (F)"
0x80053124,0x80052cc0,PickupTrigger,GAME/PICKUP.C,180,<;<;F,"52CC0(<), 53124(<) (F)"
0x800531b8,0x80052d54,SearchObjectControl,GAME/PICKUP.C,175,,"52D54, 531B8"
0x800534e4,0x80053080,SearchObjectCollision,GAME/PICKUP.C,170,,"53080, 534E4"
0x80053800,0x8005339c,CollectCarriedItems,GAME/PICKUP.C,148,,"5339C, 53800"
0x8005388c,0x80053428,MonitorScreenCollision,GAME/PICKUP.C,93,<;<;F,"53428(<), 5388C(<) (F)"
0x80053b04,0x800536a0,WriteSG,GAME/SAVEGAME.C,87,F,"536A0, 53B04 (F)"
0x80053b44,0x800536e0,ReadSG,GAME/SAVEGAME.C,395,F,"536E0, 53B44 (F)"
0x80053b84,0x80053720,CheckSumValid,GAME/SAVEGAME.C,390,<;<;F,"53720(<), 53B84(<) (F)"
0x80053b9c,0x80053738,SaveLaraData,GAME/SAVEGAME.C,348,<;<;F,"53738(<), 53B9C(<) (F)"
0x80053d34,0x800538d0,RestoreLaraData,GAME/SAVEGAME.C,290,<;<;F,"538D0(<), 53D34(<) (F)"
0x80053f10,0x80053aac,SaveLevelData,GAME/SAVEGAME.C,100,,"53AAC, 53F10"
0x80054f6c,0x80054b08,RestoreLevelData,GAME/SAVEGAME.C,82,,"54B08, 54F6C"
0x80055f5c,0x80055af8,sgSaveGame,GAME/SAVEGAME.C,63,<;<,"55AF8(<), 55F5C(<)"
0x80055fec,0x80055b88,sgRestoreGame,GAME/SAVEGAME.C,52,F,"55B88, 55FEC (F)"
0x80056044,0x80055be0,SayNo,GAME/SOUND.C,19,<;<;F,"55BE0(<), 56044(<) (F)"
0x800560dc,0x80055c3c,TestCollision,GAME/SPHERE.C,15,<;<;F,"55C3C(<), 560DC(<) (F)"
0x80056284,0x80055de4,SwitchTrigger,GAME/SWITCH.C,457,,"55DE4, 56284"
0x800563ec,0x80055f4c,GetSwitchTrigger,GAME/SWITCH.C,423,F,"55F4C, 563EC (F)"
0x80056520,0x80056080,GetKeyTrigger,GAME/SWITCH.C,365,<;<;F,"56080(<), 56520(<) (F)"
0x80056648,0x800561a8,TestTriggersAtXYZ,GAME/SWITCH.C,358,<;<;F,"561A8(<), 56648(<) (F)"
0x800566dc,0x8005623c,SwitchControl,GAME/SWITCH.C,352,,"5623C, 566DC"
0x80056910,0x80056470,SwitchCollision,GAME/SWITCH.C,346,,"56470, 56910"
0x80056d60,0x800568c0,SwitchCollision2,GAME/SWITCH.C,340,,"568C0, 56D60"
0x80056ecc,0x80056a2c,UnderwaterSwitchCollision,GAME/SWITCH.C,334,,"56A2C, 56ECC"
0x80057138,0x80056c98,PulleyCollision,GAME/SWITCH.C,328,,"56C98, 57138"
0x8005733c,0x80056e9c,TurnSwitchControl,GAME/SWITCH.C,322,,"56E9C, 5733C"
0x800576b0,0x80057210,TurnSwitchCollision,GAME/SWITCH.C,203,F,"57210, 576B0 (F)"
0x80057b94,0x800576f4,RailSwitchCollision,GAME/SWITCH.C,197,,"576F4, 57B94"
0x80057e20,0x80057980,JumpSwitchCollision,GAME/SWITCH.C,191,,"57980, 57E20"
0x80057f6c,0x80057acc,CrowbarSwitchCollision,GAME/SWITCH.C,185,,"57ACC, 57F6C"
0x80058358,0x80057eb8,FullBlockSwitchControl,GAME/SWITCH.C,179,,"57EB8, 58358"
0x80058458,0x80057fb8,FullBlockSwitchCollision,GAME/SWITCH.C,173,,"57FB8, 58458"
0x80058678,0x800581d8,CogSwitchControl,GAME/SWITCH.C,167,,"581D8, 58678"
0x800587f4,0x80058354,CogSwitchCollision,GAME/SWITCH.C,161,,"58354, 587F4"
0x80058b14,0x80058674,CrowDoveSwitchControl,GAME/SWITCH.C,132,<;F,"58674(<), 58B14 (F)"
0x80058be0,0x80058740,CrowDoveSwitchCollision,GAME/SWITCH.C,127,,"58740, 58BE0"
0x80058df8,0x80058958,ProcessExplodingSwitchType8,GAME/SWITCH.C,115,F,"58958, 58DF8 (F)"
0x80058ebc,0x80058a1c,OpenTrapDoor,GAME/TRAPS.C,86,<;F,"58A1C(<), 58EBC (F)"
0x80059008,0x80058b68,CloseTrapDoor,GAME/TRAPS.C,122,<;<;F,"58B68(<), 59008(<) (F)"
0x80059184,0x80058d08,TrapDoorControl,GAME/TRAPS.C,169,<;F,"58D08(<), 59184 (F)"
0x800592fc,0x80058e80,FloorTrapDoorCollision,GAME/TRAPS.C,214,,"58E80, 592FC"
0x800595a8,0x8005912c,CeilingTrapDoorCollision,GAME/TRAPS.C,220,,"5912C, 595A8"
0x80059874,0x800593f8,TrapDoorCollision,GAME/TRAPS.C,226,,"593F8, 59874"
0x800598f8,0x8005947c,FallingBlockCollision,GAME/TRAPS.C,232,,"5947C, 598F8"
0x800599d4,0x80059558,FallingBlock,GAME/TRAPS.C,238,F,"59558, 599D4 (F)"
0x80059af0,0x80059674,FallingBlockFloor,GAME/TRAPS.C,278,F,"59674, 59AF0 (F)"
0x80059b50,0x800596d4,FallingBlockCeiling,GAME/TRAPS.C,625,F,"596D4, 59B50 (F)"
0x80059b9c,0x80059720,FallingCeiling,GAME/TRAPS.C,297,,"59720, 59B9C"
0x80059d08,0x8005988c,DartEmitterControl,GAME/TRAPS.C,305,,"5988C, 59D08"
0x80059f50,0x80059ad4,DartsControl,GAME/TRAPS.C,311,,"59AD4, 59F50"
0x8005a194,0x80059d18,FlameEmitterControl,GAME/TRAPS.C,317,,"59D18, 5A194"
0x8005a638,0x8005a1bc,FlameEmitter2Control,GAME/TRAPS.C,323,F,"5A1BC, 5A638 (F)"
0x8005a808,0x8005a38c,FlameEmitter3Control,GAME/TRAPS.C,377,,"5A38C, 5A808"
0x8005aee8,0x8005aa6c,FlameControl,GAME/TRAPS.C,383,F,"5AA6C, 5AEE8 (F)"
0x8005b160,0x8005ace4,LaraBurn,GAME/TRAPS.C,447,F,"5ACE4, 5B160 (F)"
0x8005b1f4,0x8005ad78,LavaBurn,GAME/TRAPS.C,460,F,"5AD78, 5B1F4 (F)"
0x8005b284,0x8005ae08,ControlRollingBall,GAME/TRAPS.C,476,,"5AE08, 5B284"
0x8005bbcc,0x8005b750,RollingBallCollision,GAME/TRAPS.C,482,<;F,"5B750(<), 5BBCC (F)"
0x8005bcd0,0x8005b854,DrawScaledSpike,GAME/TRAPS.C,511,,"5B854, 5BCD0"
0x8005befc,0x8005ba80,TwoBlockPlatformFloor,GAME/TRAPS.C,517,F,"5BA80, 5BEFC (F)"
0x8005bf84,0x8005bb08,TwoBlockPlatformCeiling,GAME/TRAPS.C,75,F,"5BB08, 5BF84 (F)"
0x8005bffc,0x8005bb80,OnTwoBlockPlatform,GAME/TRAPS.C,530,F,"5BB80, 5BFFC (F)"
0x8005c0f8,0x8005bc7c,ControlTwoBlockPlatform,GAME/TRAPS.C,556,,"5BC7C, 5C0F8"
0x8005c2e0,0x8005be64,TestBoundsCollideTeethSpikes,GAME/TRAPS.C,562,<;<;F,"5BE64(<), 5C2E0(<) (F)"
0x8005c47c,0x8005c000,ControlScaledSpike,GAME/TRAPS.C,642,,"5C000, 5C47C"
0x8005c9e8,0x8005c56c,ControlRaisingBlock,GAME/TRAPS.C,648,,"5C56C, 5C9E8"
0x8005cd38,0x8005c8bc,ControlExplosion,GAME/TRAPS.C,654,,"5C8BC, 5CD38"
0x8005d494,0x8005d018,TriggerAlertLight,GAME/OBJLIGHT.C,17,,"5D018, 5D494"
0x8005d594,0x8005d118,ControlStrobeLight,GAME/OBJLIGHT.C,22,<,"5D118(<), 5D594 ///@FIXME im not sure this is correct redo this"
0x8005d6d0,0x8005d254,ControlPulseLight,GAME/OBJLIGHT.C,57,<;F,"5D254(<), 5D6D0 (F)"
0x8005d7e4,0x8005d368,ControlColouredLight,GAME/OBJLIGHT.C,85,<;F,"5D368(<), 5D7E4 (F)"
0x8005d874,0x8005d3f8,ControlElectricalLight,GAME/OBJLIGHT.C,104,,"5D3F8, 5D874"
0x8005dadc,0x8005d660,ControlBlinker,GAME/OBJLIGHT.C,109,<;F,"5D660(<), 5DADC (F)"
0x8005dbc8,0x8005d74c,phd_InitWindow,SPEC_PSX/3D_GEN.C,20,<;<;F,"5D74C(<), 5DBC8(<) (F)"
0x8005dbc8,0x8005d74c,phd_InitWindow,SPEC_PSXPC/3D_GEN.C,21,F,"5D74C, 5DBC8 (F)"
0x8005dbc8,0x8005d74c,phd_InitWindow,SPEC_PSXPC_N/3D_GEN.C,20,<;<;F,"5D74C(<), 5DBC8(<) (F)"
0x8005dc78,0x8005d7fc,CDDA_SetVolume,SPEC_PSX/CD.C,73,<;<;F;*;D,"5D7FC(<), 5DC78(<) (F) (*) (D)"
0x8005dc78,0x8005d7fc,CDDA_SetVolume,SPEC_PSXPC/CD.C,65,<;<,"5D7FC(<), 5DC78(<)"
0x8005dc78,0x8005d7fc,CDDA_SetVolume,SPEC_PSXPC_N/CD.C,77,<;<;F;*;D,"5D7FC(<), 5DC78(<) (F) (*) (D)"
0x8005dcb4,0x8005d838,XAReplay,SPEC_PSX/CD.C,87,<;<;F;*;D,"5D838(<), 5DCB4(<) (F) (*) (D)"
0x8005dcb4,0x8005d838,XAReplay,SPEC_PSXPC/CD.C,70,<;<,"5D838(<), 5DCB4(<)"
0x8005dcb4,0x8005d838,XAReplay,SPEC_PSXPC_N/CD.C,91,<;<;F;*;D,"5D838(<), 5DCB4(<) (F) (*) (D)"
0x8005dd00,0x8005d884,cbvsync,SPEC_PSX/CD.C,101,<;<;F,"5D884(<), 5DD00(<) (F)"
0x8005dd00,0x8005d884,cbvsync,SPEC_PSXPC/CD.C,86,<;<,"5D884(<), 5DD00(<)"
0x8005dd00,0x8005d884,cbvsync,SPEC_PSXPC_N/CD.C,105,<;<;F,"5D884(<), 5DD00(<) (F)"
0x8005dd40,0x8005dd40,S_CDRestart,SPEC_PSX/CD.C,317,<;F;*,5DD40(<) (F) (*)
0x8005dd40,0x8005dd40,S_CDRestart,SPEC_PSXPC/CD.C,299,<;F;*,5DD40(<) (F) (*)
0x8005dd40,0x8005dd40,S_CDRestart,SPEC_PSXPC_N/CD.C,323,<;F;*,5DD40(<) (F) (*)
0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSX/GPU.C,37,<,"5DFB0(<),"
0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSXPC/GPU.C,36,<,"5DFB0(<),"
0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSXPC_N/GPU.C,44,<,"5DFB0(<),"
0x8005e08c,0x8005dc10,S_CDPlay,SPEC_PSX/CD.C,261,<;<;F;*;D,"5DC10(<), 5E08C(<) (F) (*) (D)"
0x8005e08c,0x8005dc10,S_CDPlay,SPEC_PSXPC/CD.C,245,<;<;F,"5DC10(<), 5E08C(<) (F)"
0x8005e08c,0x8005dc10,S_CDPlay,SPEC_PSXPC_N/CD.C,267,<;<;F;*;D,"5DC10(<), 5E08C(<) (F) (*) (D)"
0x8005e14c,0x8005dcd0,S_CDStop,SPEC_PSX/CD.C,294,<;<;F;*;D,"5DCD0(<), 5E14C(<) (F) (*) (D)"
0x8005e14c,0x8005dcd0,S_CDStop,SPEC_PSXPC/CD.C,278,<;<;F;*,"5DCD0(<), 5E14C(<) (F) (*)"
0x8005e14c,0x8005dcd0,S_CDStop,SPEC_PSXPC_N/CD.C,300,<;<;F;*;D,"5DCD0(<), 5E14C(<) (F) (*) (D)"
0x8005e190,0x8005dd14,S_CDPause,SPEC_PSX/CD.C,307,<;<;F;*;D,"5DD14(<), 5E190(<) (F) (*) (D)"
0x8005e190,0x8005dd14,S_CDPause,SPEC_PSXPC/CD.C,289,<;<;F;*,"5DD14(<), 5E190(<) (F) (*)"
0x8005e190,0x8005dd14,S_CDPause,SPEC_PSXPC_N/CD.C,313,<;<;F;*;D,"5DD14(<), 5E190(<) (F) (*) (D)"
0x8005e1b4,0x8005e1b4,do_gfx_debug_mode,SPEC_PSX/GPU.C,122,<;F,5E1B4(<) ? (F)
0x8005e1b4,0x8005e1b4,do_gfx_debug_mode,SPEC_PSXPC_N/GPU.C,138,<;F,5E1B4(<) ? (F)
0x8005e1f4,0x8005dd78,S_StartSyncedAudio,SPEC_PSX/CD.C,327,<;<;F;*;D,"5DD78(<), 5E1F4(<) (F) (*) (D)"
0x8005e1f4,0x8005dd78,S_StartSyncedAudio,SPEC_PSXPC/CD.C,309,<;<;F;*,"5DD78(<), 5E1F4(<) (F) (*)"
0x8005e1f4,0x8005dd78,S_StartSyncedAudio,SPEC_PSXPC_N/CD.C,333,<;<;F;*;D,"5DD78(<), 5E1F4(<) (F) (*) (D)"
0x8005e240,0x8005ddc4,CDDA_SetMasterVolume,SPEC_PSX/CD.C,340,<;<;F;*;D,"5DDC4(<), 5E240(<) (F) (*) (D)"
0x8005e240,0x8005ddc4,CDDA_SetMasterVolume,SPEC_PSXPC/CD.C,322,<;<;F,"5DDC4(<), 5E240(<) (F)"
0x8005e240,0x8005ddc4,CDDA_SetMasterVolume,SPEC_PSXPC_N/CD.C,348,<;<;F;*;D,"5DDC4(<), 5E240(<) (F) (*) (D)"
0x8005e264,0x8005dde8,InitNewCDSystem,SPEC_PSX/CD.C,346,<;<;F;*;D;ND,"5DDE8(<), 5E264(<) (F) (*) (D) (ND)"
0x8005e264,0x8005dde8,InitNewCDSystem,SPEC_PSXPC/CD.C,328,<;F,"5DDE8, 5E264(<) (F)"
0x8005e264,0x8005dde8,InitNewCDSystem,SPEC_PSXPC_N/CD.C,354,<;<;F;*;D;ND,"5DDE8(<), 5E264(<) (F) (*) (D) (ND)"
0x8005e3c0,0x8005e3c0,DEL_CDFS_OpenFile,SPEC_PSX/CD.C,439,<;F;D,"*, 5E3C0(<) (F) (D)"
0x8005e3c0,0x8005e3c0,DEL_CDFS_OpenFile,SPEC_PSXPC/CD.C,422,<;F,"*, 5E3C0(<) (F)"
0x8005e3c0,0x8005e3c0,DEL_CDFS_OpenFile,SPEC_PSXPC_N/CD.C,449,<;F;D,"*, 5E3C0(<) (F) (D)"
0x8005e414,0x8005e414,DEL_CDFS_Read,SPEC_PSX/CD.C,456,<;F;*;D,"*, 5E414(<) (F) (*) (D)"
0x8005e414,0x8005e414,DEL_CDFS_Read,SPEC_PSXPC/CD.C,439,<;F;*,"*, 5E414(<) (F) (*)"
0x8005e414,0x8005e414,DEL_CDFS_Read,SPEC_PSXPC_N/CD.C,466,<;F;*,"*, 5E414(<) (F) (*)"
0x8005e448,0x8005e448,GPU_FlipStory,SPEC_PSX/GPU.C,288,<;F,"5E448(<), * (F)"
0x8005e448,0x8005e448,GPU_FlipStory,SPEC_PSXPC/GPU.C,284,<;F,"5E448(<), * (F)"
0x8005e448,0x8005e448,GPU_FlipStory,SPEC_PSXPC_N/GPU.C,304,<;F,"5E448(<), * (F)"
0x8005e54c,0x8005e54c,DEL_CDFS_Seek,SPEC_PSX/CD.C,513,<;F;*;D,"*, 5E54C(<) (F) (*) (D)"
0x8005e54c,0x8005e54c,DEL_CDFS_Seek,SPEC_PSXPC/CD.C,484,<;F;*,"*, 5E54C(<) (F) (*)"
0x8005e54c,0x8005e54c,DEL_CDFS_Seek,SPEC_PSXPC_N/CD.C,531,<;F;*;D,"*, 5E54C(<) (F) (*) (D)"
0x8005e564,0x8005e564,FRIG_CD_POS_TO_CUR,SPEC_PSX/CD.C,524,<;F;*,"*, 5E564(<) (F) (*)"
0x8005e564,0x8005e564,FRIG_CD_POS_TO_CUR,SPEC_PSXPC/CD.C,495,<;F;*,"*, 5E564(<) (F) (*)"
0x8005e564,0x8005e564,FRIG_CD_POS_TO_CUR,SPEC_PSXPC_N/CD.C,542,<;F;*,"*, 5E564(<) (F) (*)"
0x8005e578,0x8005e60c,FILE_Length,SPEC_PSX/FILE.C,55,<;<;F;*;*;D;D,"5E60C(<), 5E578(<) (F) (*) (*) (D) (D)"
0x8005e578,0x8005e60c,FILE_Length,SPEC_PSXPC/FILE.C,49,<;F;*,"5E60C, 5E578(<) (F) (*) (?)"
0x8005e578,0x8005e60c,FILE_Length,SPEC_PSXPC_N/FILE.C,60,<;<;F;*;*;D;D,"5E60C(<), 5E578(<) (F) (*) (*) (D) (D)"
0x8005e5d8,0x8005e528,FILE_Load,SPEC_PSX/FILE.C,12,<;<;F;*;*;D;D,"5E528(<), 5E5D8(<) (F) (*) (*) (D) (D)"
0x8005e5d8,0x8005e528,FILE_Load,SPEC_PSXPC/FILE.C,8,<;F;*,"5E528, 5E5D8(<) (F) (*) (?)"
0x8005e5d8,0x8005e528,FILE_Load,SPEC_PSXPC_N/FILE.C,17,<;<;F;*;*;D;D,"5E528(<), 5E5D8(<) (F) (*) (*) (D) (D)"
0x8005e650,0x8005deb0,DEL_ChangeCDMode,SPEC_PSX/CD.C,389,<;F;*;D,"5DEB0(<), 5E650 (F) (*) (D)"
0x8005e650,0x8005deb0,DEL_ChangeCDMode,SPEC_PSXPC/CD.C,364,<;F;*,"5DEB0(<), 5E650 (F) (*)"
0x8005e650,0x8005deb0,DEL_ChangeCDMode,SPEC_PSXPC_N/CD.C,399,<;F;*;D,"5DEB0(<), 5E650 (F) (*) (D)"
0x8005e6a8,0x8005e6a8,FILE_Read,SPEC_PSX/FILE.C,99,<;F;*;D,"5E6A8(<), ? (F) (*) (D)"
0x8005e6a8,0x8005e6a8,FILE_Read,SPEC_PSXPC/FILE.C,73,<;F,"5E6A8(<), ? (F)"
0x8005e6a8,0x8005e6a8,FILE_Read,SPEC_PSXPC_N/FILE.C,104,<;F;*;D,"5E6A8(<), ? (F) (*) (D)"
0x8005e7a0,0x8005e7a0,S_PlayFMV,SPEC_PSX/MOVIE.C,6,<,"*, (<)5E7A0"
0x8005e7a0,0x8005e7a0,S_PlayFMV,SPEC_PSXPC/MOVIE.C,5,<,"*, (<)5E7A0"
0x8005e7a0,0x8005e7a0,S_PlayFMV,SPEC_PSXPC_N/MOVIE.C,6,<,"*, (<)5E7A0"
0x8005e894,0x8005e894,show_game_malloc_totals,SPEC_PSX/MALLOC.C,96,<;F;*;D;ND,"5E894(<), * (F) (*) (D) (ND)"
0x8005e894,0x8005e894,show_game_malloc_totals,SPEC_PSXPC/MALLOC.C,98,<;F;*,"5E894(<), * (F) (*)"
0x8005e894,0x8005e894,show_game_malloc_totals,SPEC_PSXPC_N/MALLOC.C,96,<;F;*,"5E894(<), * (F) (*)"
0x8005e964,0x8005e964,S_LongMemCpy,SPEC_PSXPC/MISC.C,52,<;F,"5E964(<), ? (F)"
0x8005e964,0x8005e964,S_LongMemCpy,SPEC_PSXPC_N/MISC.C,66,<;F,"5E964(<), ? (F)"
0x8005edf8,0x8005edf8,DrawF4,SPEC_PSXPC/MISC.C,75,,5EDF8
0x8005edf8,0x8005edf8,DrawF4,SPEC_PSXPC_N/MISC.C,89,,5EDF8
0x8005eecc,0x8005eecc,DrawLineH,SPEC_PSXPC/MISC.C,85,<,5EECC(<)
0x8005eecc,0x8005eecc,DrawLineH,SPEC_PSXPC_N/MISC.C,127,<,5EECC(<)
0x8005ef84,0x8005ef84,DrawLineV,SPEC_PSXPC/MISC.C,90,<,"5EF84(<),"
0x8005ef84,0x8005ef84,DrawLineV,SPEC_PSXPC_N/MISC.C,170,<,"5EF84(<),"
0x8005f160,0x8005f160,FMV_InitialiseVRAM,SPEC_PSX/MOVIE.C,296,<;F,"*, 5F160(<) (F)"
0x8005f160,0x8005f160,FMV_InitialiseVRAM,SPEC_PSXPC/MOVIE.C,65,<;F,"*, 5F160(<) (F)"
0x8005f160,0x8005f160,FMV_InitialiseVRAM,SPEC_PSXPC_N/MOVIE.C,71,<;F,"*, 5F160(<) (F)"
0x8005f1c8,0x8005df68,GPU_UseOrderingTables,SPEC_PSX/GPU.C,27,<;<,"5DF68(<), 5F1C8(<)"
0x8005f1c8,0x8005df68,GPU_UseOrderingTables,SPEC_PSXPC/GPU.C,25,<;<,"5DF68(<), 5F1C8(<)"
0x8005f1c8,0x8005df68,GPU_UseOrderingTables,SPEC_PSXPC_N/GPU.C,32,<;<;D;ND,"5DF68(<), 5F1C8(<) (D) (ND)"
0x8005f23c,0x8005dfdc,GPU_EndScene,SPEC_PSX/GPU.C,45,<;<;F,"5DFDC(<), 5F23C(<) (F)"
0x8005f23c,0x8005dfdc,GPU_EndScene,SPEC_PSXPC/GPU.C,44,<;<;F,"5DFDC(<), 5F23C(<) (F)"
0x8005f23c,0x8005dfdc,GPU_EndScene,SPEC_PSXPC_N/GPU.C,52,<;<;F,"5DFDC(<), 5F23C(<) (F)"
0x8005f264,0x8005e078,GPU_FlipNoIdle,SPEC_PSX/GPU.C,71,<;<;F,"5E078(<), 5F264(<) (F)"
0x8005f264,0x8005e078,GPU_FlipNoIdle,SPEC_PSXPC/GPU.C,73,<;<,"5E078(<), 5F264(<)"
0x8005f264,0x8005e078,GPU_FlipNoIdle,SPEC_PSXPC_N/GPU.C,82,<;<;F,"5E078(<), 5F264(<) (F)"
0x8005f34c,0x8005f34c,GPU_GetScreenPosition,SPEC_PSXPC/MISC.C,264,,"5F34C, ?"
0x8005f34c,0x8005f34c,GPU_GetScreenPosition,SPEC_PSXPC_N/MISC.C,358,*;F;D;ND,"5F34C, ? (*) (F) (D) (ND)"
0x8005f430,0x8005e6d4,RelocateModule,SPEC_PSX/FILE.C,106,<;<;F;*,"5E6D4(<), 5F430(<) (F) (*)"
0x8005f430,0x8005e6d4,RelocateModule,SPEC_PSXPC/FILE.C,78,<;<;F,"5E6D4(<), 5F430(<) (F)"
0x8005f430,0x8005e6d4,RelocateModule,SPEC_PSXPC_N/FILE.C,111,<;<;F;*;*;D;D,"5E6D4(<), 5F430(<) (F) (*) (*) (D) (D)"
0x8005f4f8,0x8005e79c,init_game_malloc,SPEC_PSX/MALLOC.C,25,<;<;F;*;D;ND,"5E79C(<), 5F4F8(<) (F) (*) (D) (ND)"
0x8005f4f8,0x8005e79c,init_game_malloc,SPEC_PSXPC/MALLOC.C,25,<;<;F;*,"5E79C(<), 5F4F8(<) (F) (*)"
0x8005f4f8,0x8005e79c,init_game_malloc,SPEC_PSXPC_N/MALLOC.C,25,<;<;F;*;D;ND,"5E79C(<), 5F4F8(<) (F) (*) (D) (ND)"
0x8005f544,0x8005e7e8,game_malloc,SPEC_PSX/MALLOC.C,44,<;<;F;*;D;ND,"5E7E8(<), 5F544(<) (F) (*) (?) (D) (ND)"
0x8005f544,0x8005e7e8,game_malloc,SPEC_PSXPC/MALLOC.C,44,<;<;F;*,"5E7E8(<), 5F544(<) (F) (*) (?)"
0x8005f544,0x8005e7e8,game_malloc,SPEC_PSXPC_N/MALLOC.C,44,<;<;F;*;D;ND,"5E7E8(<), 5F544(<) (F) (*) (?) (D) (ND)"
0x8005f590,0x8005e85c,game_free,SPEC_PSX/MALLOC.C,82,<;<;F;*;D;ND,"5E85C(<), 5F590(<) (F) (*) (D) (ND)"
0x8005f590,0x8005e85c,game_free,SPEC_PSXPC/MALLOC.C,84,<;<;F;*,"5E85C(<), 5F590(<) (F) (*)"
0x8005f590,0x8005e85c,game_free,SPEC_PSXPC_N/MALLOC.C,82,<;<;F;*;D;ND,"5E85C(<), 5F590(<) (F) (*) (D) (ND)"
0x8005f6f8,0x8005ea18,GetRandomDraw,GAME/CONTROL.C,1520,F,"5EA18, 5F6F8 (F)"
0x8005f6f8,0x8005ea18,GetRandomDraw,SPEC_PSXPC/MISC.C,336,F,"5EA18, 5F6F8 (F)"
0x8005f6f8,0x8005ea18,GetRandomDraw,SPEC_PSXPC_N/MISC.C,527,F,"5EA18, 5F6F8 (F)"
0x8005fb58,0x8005ee78,DrawTPage,SPEC_PSXPC/MISC.C,80,<;<,"5EE78(<), 5FB58(<)"
0x8005fb58,0x8005ee78,DrawTPage,SPEC_PSXPC_N/MISC.C,112,<;<,"5EE78(<), 5FB58(<)"
0x8005fd54,0x8005f074,LOAD_VSyncHandler,SPEC_PSXPC/MISC.C,95,<;<;F,"5F074(<), 5FD54(<) (F)"
0x8005fd54,0x8005f074,LOAD_VSyncHandler,SPEC_PSXPC_N/MISC.C,209,<;<;F,"5F074(<), 5FD54(<) (F)"
0x8005fdd0,0x8005f0f0,GPU_BeginScene,SPEC_PSXPC/MISC.C,130,<;<,"5F0F0(<), 5FDD0(<)"
0x8005fdd0,0x8005f0f0,GPU_BeginScene,SPEC_PSXPC_N/MISC.C,249,<;<,"5F0F0(<), 5FDD0(<)"
0x8005fe14,0x8005f134,draw_rotate_sprite,SPEC_PSXPC/MISC.C,153,F,"5F134, 5FE14 (F)"
0x8005fe14,0x8005f134,draw_rotate_sprite,SPEC_PSXPC_N/MISC.C,259,F,"5F134, 5FE14 (F)"
0x8005ffa8,0x8005f2c8,LOAD_DrawEnable,SPEC_PSXPC/MISC.C,125,,"5F2C8, 5FFA8"
0x8005ffa8,0x8005f2c8,LOAD_DrawEnable,SPEC_PSXPC_N/MISC.C,244,,"5F2C8, 5FFA8"
0x8005ffb0,0x8005f2d0,GPU_ClearVRAM,SPEC_PSXPC/MISC.C,229,<;<;F,"5F2D0(<), 5FFB0(<) (F)"
0x8005ffb0,0x8005f2d0,GPU_ClearVRAM,SPEC_PSXPC_N/MISC.C,326,<;<;F;D;ND,"5F2D0(<), 5FFB0(<) (F) (D) (ND)"
0x80060014,0x8005f334,clear_a_rect,SPEC_PSXPC/MISC.C,257,<;<;F,"5F334(<), 60014(<) (F)"
0x80060014,0x8005f334,clear_a_rect,SPEC_PSXPC_N/MISC.C,352,<;<;F;D;ND,"5F334(<), 60014(<) (F) (D) (ND)"
0x80060040,0x8005f360,GPU_SetScreenPosition,SPEC_PSXPC/MISC.C,271,<;<,"5F360(<), 60040(<)"
0x80060040,0x8005f360,GPU_SetScreenPosition,SPEC_PSXPC_N/MISC.C,365,<;<,"5F360(<), 60040(<)"
0x80060054,0x8005f374,GPU_SyncBothScreens,SPEC_PSXPC/MISC.C,281,<;<,"5F374(<), 60054(<)"
