final_psx_address,beta_psx_address,repo_function,file,line,markers,comment
0x80025cb8,0x80025aac,InitialiseCamera,GAME/CAMERA.C,1108,F,"25AAC, 25CB8 (F)"
0x80025d74,0x80025b68,MoveCamera,GAME/CAMERA.C,2244,<;<;F,25B68(<) 25D74(<) (F)
0x800265c4,0x800263b4,ChaseCamera,GAME/CAMERA.C,1692,<;<;F,263B4(<) 265C4(<) (F)
0x80026a48,0x80026838,CombatCamera,GAME/CAMERA.C,1601,<;<,"26838(<), 26A48(<)"
0x80027fac,0x80027da0,CalculateCamera,GAME/CAMERA.C,1167,<,"27DA0(<), 27FAC(!)"
0x80028634,0x80028634,CameraCollisionBounds,GAME/CAMERA.C,2119,<;F,28634(<) (F)
0x80028b5c,0x80028b5c,mgLOS,GAME/CAMERA.C,2015,,"28B5C,"
0x80029950,0x8002973c,ConfirmCameraTargetPos,GAME/CAMERA.C,1873,<;<;F,"2973C(<), 29950(<) (F)"
0x80029aa4,0x80029890,UpdateCameraElevation,GAME/CAMERA.C,1948,<;<;F;*;*;D;D,"29890(<), 29AA4(<) (F) (*) (*) (D) (D)"
0x80029c58,0x80029a44,LaraBaddieCollision,GAME/COLLIDE.C,385,,"29A44, 29C58"
0x8002a024,0x80029e10,CreatureCollision,GAME/COLLIDE.C,380,,"29E10, 2A024"
0x8002a264,0x8002a03c,AIPickupCollision,GAME/COLLIDE.C,347,<;F,"2A03C(<), 2A264 (F)"
0x8002a2c0,0x8002a098,TrapCollision,GAME/COLLIDE.C,358,<;F,"2A098(<), 2A2C0 (F)"
0x8002a368,0x8002a140,TestBoundsCollideStatic,GAME/COLLIDE.C,341,,"2A140, 2A368"
0x8002a500,0x8002a2d8,ItemPushLaraStatic,GAME/COLLIDE.C,104,,"2A2D8, 2A500"
0x8002a814,0x8002a5ec,GenericSphereBoxCollision,GAME/COLLIDE.C,99,,"2A5EC, 2A814"
0x8002aa60,0x8002a838,TriggerLaraBlood,GAME/COLLIDE.C,78,F,"2A838, 2AA60 (F)"
0x8002ab68,0x8002a940,TestForObjectOnLedge,GAME/COLLIDE.C,48,<;<;F,"2A940(<), 2AB68(<) (F)"
0x8002adb0,0x8002aa88,ShutThatDoor,GAME/DOOR.C,241,,"2AA88, 2ADB0"
0x8002aeb4,0x8002ab8c,OpenThatDoor,GAME/DOOR.C,236,,"2AB8C, 2AEB4"
0x8002b09c,0x8002ad74,DoorControl,GAME/DOOR.C,231,,"2AD74, 2B09C"
0x8002b478,0x8002b150,DoorCollision,GAME/DOOR.C,147,,"2B150, 2B478"
0x8002b830,0x8002b508,PushPullKickDoorControl,GAME/DOOR.C,127,<;F,"2B508(<), 2B830 (F)"
0x8002b8c8,0x8002b5a0,PushPullKickDoorCollision,GAME/DOOR.C,122,,"2B5A0, 2B8C8"
0x8002bb7c,0x8002b854,DoubleDoorCollision,GAME/DOOR.C,117,,"2B854, 2BB7C"
0x8002bd60,0x8002ba38,UnderwaterDoorCollision,GAME/DOOR.C,112,,"2BA38, 2BD60"
0x8002bf50,0x8002bc28,SequenceDoorControl,GAME/DOOR.C,50,<;F,"2BC28(<), 2BF50(?) (F)"
0x8002bfa0,0x8002bfa0,CalculateObjectLightingLara,GAME/DRAW.C,66,<,2BFA0(<)
0x8002c0d0,0x8002c0d0,UpdateSkyLightning,GAME/DRAW.C,142,<;F,"2C0D0(<), ? (F)"
0x8002c110,0x8002bde8,ProcessClosedDoors,GAME/DOOR.C,43,,"2BDE8, 2C110"
0x8002c504,0x8002c1dc,CalcLaraMatrices,GAME/DELSTUFF.C,96,,"2C1DC, 2C504"
0x8002c6ec,0x8002c3c4,handle_cutseq_triggering,GAME/DELTAPAK.C,3738,<;<;F,"2C3C4(<), 2C6EC(<) (F)"
0x8002cd88,0x8002ca68,do_new_cutscene_camera,GAME/DELTAPAK.C,3621,<;F,"2CA68(<), 2CD88 (F)"
0x8002ced4,0x8002ced4,InitPackNodes,GAME/DELTAPAK.C,3574,<,"2CED4(<), ?"
0x8002d320,0x8002d000,frigup_lara,GAME/DELTAPAK.C,3534,<;F,"2D000(<), 2D320 (F)"
0x8002d430,0x8002d110,init_cutseq_malloc,GAME/DELTAPAK.C,3526,<;<;F,"2D110(<), 2D430(<) (F)"
0x8002d454,0x8002d134,cutseq_malloc,GAME/DELTAPAK.C,3506,<;<;F,"2D134(<), 2D454(<) (F)"
0x8002d4a0,0x8002d180,finish_cutseq,GAME/DELTAPAK.C,3478,<;<;F,"2D180(<), 2D4A0(<) (F)"
0x8002d588,0x8002d2a0,cutseq_givelara_pistols,GAME/DELTAPAK.C,3448,<;<;F,"2D2A0(<), 2D588(<) (F)"
0x8002d5c0,0x8002d2d8,cutseq_removelara_pistols,GAME/DELTAPAK.C,3441,<;<;F,"2D2D8(<), 2D5C0(<) (F)"
0x8002d5f0,0x8002d308,cutseq_givelara_hk,GAME/DELTAPAK.C,3436,<;<;F,"2D308(<), 2D5F0(<) (F)"
0x8002d610,0x8002d328,cutseq_removelara_hk,GAME/DELTAPAK.C,3427,<;<;F,"2D328(<), 2D610(<) (F)"
0x8002d648,0x8002d360,cutseq_shoot_pistols,GAME/DELTAPAK.C,3413,F,"2D360, 2D648 (F)"
0x8002d6cc,0x8002d3e4,trigger_weapon_dynamics,GAME/DELTAPAK.C,3397,<;<;F,"2D3E4(<), 2D6CC(<) (F)"
0x8002d984,0x8002d69c,cutseq_kill_item,GAME/DELTAPAK.C,3316,<;<;F,"2D69C(<), 2D984(<) (F)"
0x8002da20,0x8002d738,cutseq_restore_item,GAME/DELTAPAK.C,3295,<;<;F,"2D738(<), 2DA20(<) (F)"
0x8002dab8,0x8002d7d0,Load_and_Init_Cutseq,GAME/DELTAPAK.C,3221,,"2D7D0, 2DAB8"
0x8002dbd4,0x8002d944,init_cutseq_actors,GAME/DELTAPAK.C,3091,<;F,"2D944(<), 2DBD4 (F)"
0x8002de1c,0x8002db8c,init_resident_cutseq,GAME/DELTAPAK.C,3075,<;<;F,"2DB8C(<), 2DE1C(<) (F)"
0x8002dea4,0x8002dc14,DelsHandyTeleportLara,GAME/DELTAPAK.C,3043,<;<;F,"2DC14(<), 2DEA4(<) (F)"
0x8002df90,0x8002dd00,handle_lara_chatting,GAME/DELTAPAK.C,3010,<;<;F,"2DD00(<), 2DF90(<) (F)"
0x8002e080,0x8002ddf0,handle_actor_chatting,GAME/DELTAPAK.C,2974,<;<;F,"2DDF0(<), 2E080(<) (F)"
0x8002e1e0,0x8002df50,find_a_fucking_item,GAME/DELTAPAK.C,2956,<;<;F,"2DF50(<), 2E1E0(<) (F)"
0x8002e230,0x8002dfa0,cranecut_init,GAME/DELTAPAK.C,2945,<;<;F,"2DFA0(<), 2E230(<) (F)"
0x8002e2b0,0x8002e020,cranecut_end,GAME/DELTAPAK.C,2935,<;<;F,"2E020(<), 2E2B0(<) (F)"
0x8002e348,0x8002e0b8,cranecut_control,GAME/DELTAPAK.C,2880,<;<;F,"2E0B8(<), 2E348(<) (F)"
0x8002e4fc,0x8002e26c,richcut1_init,GAME/DELTAPAK.C,2849,<;<;F,"2E26C(<), 2E4FC(<) (F)"
0x8002e630,0x8002e3a0,richcut1_end,GAME/DELTAPAK.C,2842,<;<;F,"2E3A0(<), 2E630(<) (F)"
0x8002e668,0x8002e3d8,richcut1_control,GAME/DELTAPAK.C,2822,<;<;F,"2E3D8(<), 2E668(<) (F)"
0x8002e750,0x8002e4c0,richcut2_init,GAME/DELTAPAK.C,2815,<;<;F,"2E4C0(<), 2E750(<) (F)"
0x8002e768,0x8002e4d8,richcut2_end,GAME/DELTAPAK.C,2809,<;<;F,"2E4D8(<), 2E768(<) (F)"
0x8002e77c,0x8002e4ec,richcut2_control,GAME/DELTAPAK.C,2797,F,"2E4EC, 2E77C (F)"
0x8002e820,0x8002e514,richcut3_init,GAME/DELTAPAK.C,2790,<;<;F,"2E514(<), 2E820(<) (F)"
0x8002e858,0x8002e54c,richcut3_end,GAME/DELTAPAK.C,2779,<;<;F,"2E54C(<), 2E858(<) (F)"
0x8002e8a0,0x8002e594,richcut3_control,GAME/DELTAPAK.C,2767,<;<;F,"2E594(<), 2E8A0(<) (F)"
0x8002e8f0,0x8002e5e4,special1_init,GAME/DELTAPAK.C,2752,<;<;F,"2E5E4(<), 2E8F0(<) (F)"
0x8002e920,0x8002e614,special1_control,GAME/DELTAPAK.C,2739,<;<;F;*,"2E614(<), 2E920(<) (F) (*)"
0x8002e950,0x8002e644,special1_end,GAME/DELTAPAK.C,2728,<;<;F;*,"2E644(<), 2E950(<) (F) (*)"
0x8002e980,0x8002e674,special2_init,GAME/DELTAPAK.C,2705,<;<;F,"2E674(<), 2E980(<) (F)"
0x8002e9b0,0x8002e6a4,special2_control,GAME/DELTAPAK.C,2637,<;<;F,"2E6A4(<), 2E9B0(<) (F)"
0x8002e9e0,0x8002e6d4,special2_end,GAME/DELTAPAK.C,2625,<;<;F,"2E6D4(<), 2E9E0(<) (F)"
0x8002ea10,0x8002e704,special3_init,GAME/DELTAPAK.C,2617,<;<;F,"2E704(<), 2EA10(<) (F)"
0x8002ea40,0x8002e734,special3_control,GAME/DELTAPAK.C,2606,<;<,"2E734(<), 2EA40(<)"
0x8002ea70,0x8002e764,special3_end,GAME/DELTAPAK.C,2594,<;<;F,"2E764(<), 2EA70(<) (F)"
0x8002eaa0,0x8002e794,special4_init,GAME/DELTAPAK.C,2580,<;<,"2E794(<), 2EAA0(<)"
0x8002ead0,0x8002e7c4,special4_control,GAME/DELTAPAK.C,2543,<;<;F,"2E7C4(<), 2EAD0(<) (F)"
0x8002eb00,0x8002e7f4,special4_end,GAME/DELTAPAK.C,2529,<;<;F,"2E7F4(<), 2EB00(<) (F)"
0x8002eb30,0x8002e824,stealth3_start,GAME/DELTAPAK.C,2498,F,"2E824, 2EB30 (F)"
0x8002ec80,0x8002ec80,GetActorJointAbsPosition,GAME/DELTAPAK.C,2298,<;F,2EC80(<) (F)
0x8002eca8,0x8002e99c,stealth3_end,GAME/DELTAPAK.C,2447,F,"2E99C, 2ECA8 (F)"
0x8002f190,0x8002ee84,TriggerActorBlood,GAME/DELTAPAK.C,2292,<;<;F,"2EE84(<), 2F190(<) (F)"
0x8002f1e4,0x8002eed8,TriggerDelSmoke,GAME/DELTAPAK.C,2250,<;<;F,"2EED8(<), 2F1E4(<) (F)"
0x8002f3cc,0x8002f0c0,joby2_init,GAME/DELTAPAK.C,2240,<;<;F,"2F0C0(<), 2F3CC(<) (F)"
0x8002f420,0x8002f114,joby2_control,GAME/DELTAPAK.C,2198,<;<;F,"2F114(<), 2F420(<) (F)"
0x8002f5c4,0x8002f2b8,joby2_end,GAME/DELTAPAK.C,2191,<;<;F,"2F2B8(<), 2F5C4(<) (F)"
0x8002f608,0x8002f2fc,joby3_init,GAME/DELTAPAK.C,2186,<;<;F,"2F2FC(<), 2F608(<) (F)"
0x8002f610,0x8002f304,joby3_control,GAME/DELTAPAK.C,2168,<;<;F,"2F304(<), 2F610(<) (F)"
0x8002f680,0x8002f374,joby3_end,GAME/DELTAPAK.C,2163,<;<;F,"2F374(<), 2F680(<) (F)"
0x8002f688,0x8002f37c,andy1_init,GAME/DELTAPAK.C,2157,<;<;F,"2F37C(<), 2F688(<) (F)"
0x8002f6a8,0x8002f39c,andy1_control,GAME/DELTAPAK.C,2141,<;<;F,"2F39C(<), 2F6A8(<) (F)"
0x8002f74c,0x8002f408,andy1_end,GAME/DELTAPAK.C,2136,<;<;F,"2F408(<), 2F74C(<) (F)"
0x8002f778,0x8002f434,hamgate_init,GAME/DELTAPAK.C,2125,<;<;F,"2F434(<), 2F778(<) (F)"
0x8002f814,0x8002f4d0,hamgate_control,GAME/DELTAPAK.C,2111,<;<;F,"2F4D0(<), 2F814(<) (F)"
0x8002f878,0x8002f534,hamgate_end,GAME/DELTAPAK.C,2104,<;<;F,"2F534(<), 2F878(<) (F)"
0x8002f8c0,0x8002f57c,do_hammer_meshswap,GAME/DELTAPAK.C,2097,<;<;F,"2F57C(<), 2F8C0(<) (F)"
0x8002f8f4,0x8002f5b0,andy2_init,GAME/DELTAPAK.C,2092,<;<;F,"2F5B0(<), 2F8F4(<) (F)"
0x8002f914,0x8002f5d0,andy2_control,GAME/DELTAPAK.C,2072,<;<;F,"2F5D0(<), 2F914(<) (F)"
0x8002f9e8,0x8002f668,andy2_end,GAME/DELTAPAK.C,2067,<;<;F,"2F668(<), 2F9E8(<) (F)"
0x8002fa14,0x8002f694,setup_preist_meshswap,GAME/DELTAPAK.C,2061,<;<;F,"2F694(<), 2FA14(<) (F)"
0x8002fa64,0x8002f6e4,DelTorchFlames,GAME/DELTAPAK.C,1992,<;<;F,"2F6E4(<), 2FA64(<) (F)"
0x8002fd64,0x8002f9e4,joby4_init,GAME/DELTAPAK.C,1984,<;<;F,"2F9E4(<), 2FD64(<) (F)"
0x8002fd8c,0x8002fa0c,joby4_control,GAME/DELTAPAK.C,1957,F,"2FA0C, 2FD8C (F)"
0x8002fe84,0x8002fb04,joby4_end,GAME/DELTAPAK.C,1949,<;<;F,"2FB04(<), 2FE84(<) (F)"
0x8002fed0,0x8002fb50,andrea1_init,GAME/DELTAPAK.C,1944,<;<;F,"2FB50(<), 2FED0(<) (F)"
0x8002fed8,0x8002fb58,andrea1_control,GAME/DELTAPAK.C,1907,<;<;F,"2FB58(<), 2FED8(<) (F)"
0x80030014,0x8002fc94,andrea1_end,GAME/DELTAPAK.C,1901,<;<;F,"2FC94(<), 30014(<) (F)"
0x80030040,0x8002fcc0,andrea2_init,GAME/DELTAPAK.C,1896,<;<;F,"2FCC0(<), 30040(<) (F)"
0x8003005c,0x8002fcdc,andrea2_control,GAME/DELTAPAK.C,1891,,"2FCDC, 3005C"
0x80030354,0x8002ffd4,andrea2_end,GAME/DELTAPAK.C,1885,<;<;F,"2FFD4(<), 30354(<) (F)"
0x80030370,0x8002fff0,joby5_init,GAME/DELTAPAK.C,1877,<;<;F,"2FFF0(<), 30370(<) (F)"
0x800303b4,0x80030034,joby5_control,GAME/DELTAPAK.C,1847,<;F,"30034(<), 303B4() (F)"
0x800304c4,0x80030144,joby5_end,GAME/DELTAPAK.C,1839,<;<;F,"30144(<), 304C4(<) (F)"
0x8003050c,0x8003018c,andy3_init,GAME/DELTAPAK.C,1828,<;<;F,"3018C(<), 3050C(<) (F)"
0x8003055c,0x800301dc,andy3_control,GAME/DELTAPAK.C,1822,F,"301DC, 3055C (F)"
0x80030588,0x80030208,andy3_end,GAME/DELTAPAK.C,1814,<;<;F,"30208(<), 30588(<) (F)"
0x800305cc,0x8003024c,do_catapult_meshswap,GAME/DELTAPAK.C,1807,<;<;F,"3024C(<), 305CC(<) (F)"
0x80030600,0x80030280,joby9_init,GAME/DELTAPAK.C,1801,<;<;F,"30280(<), 30600(<) (F)"
0x80030620,0x800302a0,joby9_control,GAME/DELTAPAK.C,1794,<;<;F,"302A0(<), 30620(<) (F)"
0x80030670,0x800302f0,joby9_end,GAME/DELTAPAK.C,1787,<;<;F,"302F0(<), 30670(<) (F)"
0x80030698,0x80030318,joby10_init,GAME/DELTAPAK.C,1781,<;<;F,"30318(<), 30698(<) (F)"
0x800306b8,0x80030338,joby10_control,GAME/DELTAPAK.C,1766,<;<;F,"30338(<), 306B8(<) (F)"
0x8003072c,0x800303ac,joby10_end,GAME/DELTAPAK.C,1760,<;<;F,"303AC(<), 3072C(<) (F)"
0x80030760,0x800303e0,richcut4_init,GAME/DELTAPAK.C,1748,<;<;F,"303E0(<), 30760(<) (F)"
0x800307f8,0x80030478,richcut4_control,GAME/DELTAPAK.C,1717,<;<;F,"30478(<), 307F8(<) (F)"
0x800308e0,0x80030560,richcut4_end,GAME/DELTAPAK.C,1710,<;<;F,"30560(<), 308E0(<) (F)"
0x8003091c,0x8003059c,andy4_init,GAME/DELTAPAK.C,1704,<;<;F,"3059C(<), 3091C(<) (F)"
0x8003093c,0x800305bc,andy4_control,GAME/DELTAPAK.C,1671,<;<;F,"305BC(<), 3093C(<) (F)"
0x80030a34,0x800306b4,andy4_end,GAME/DELTAPAK.C,1664,<;<;F,"306B4(<), 30A34(<) (F)"
0x80030a70,0x800306f0,andy4b_init,GAME/DELTAPAK.C,1658,<;<;F,"306F0(<), 30A70(<) (F)"
0x80030a90,0x80030710,andy4b_control,GAME/DELTAPAK.C,1629,<;<;F,"30710(<), 30A90(<) (F)"
0x80030b6c,0x800307ec,andy4b_end,GAME/DELTAPAK.C,1623,<;<;F,"307EC(<), 30B6C(<) (F)"
0x80030b9c,0x8003081c,do_clanger_meshswap,GAME/DELTAPAK.C,1616,<;<;F,"3081C(<), 30B9C(<) (F)"
0x80030bd0,0x80030850,andrea3_init,GAME/DELTAPAK.C,1610,<;<;F,"30850(<), 30BD0(<) (F)"
0x80030bf0,0x80030870,andrea3_control,GAME/DELTAPAK.C,1593,<;<;F,"30870(<), 30BF0(<) (F)"
0x80030c84,0x80030904,andrea3_end,GAME/DELTAPAK.C,1575,<;<;F,"30904(<), 30C84(<) (F)"
0x80030d9c,0x80030a1c,andrea3b_init,GAME/DELTAPAK.C,1556,<;<;F,"30A1C(<), 30D9C(<) (F)"
0x80030e88,0x80030b08,andrea3b_control,GAME/DELTAPAK.C,1518,<;<;F,"30B08(<), 30E88(<) (F)"
0x80030fd4,0x80030c54,andrea3b_end,GAME/DELTAPAK.C,1492,<;<;F,"30C54(<), 30FD4(<) (F)"
0x80031104,0x80030d84,andy6_init,GAME/DELTAPAK.C,1245,<;<;F,"30D84(<), 31104(<) (F)"
0x80031104,0x80030d84,andy5_init,GAME/DELTAPAK.C,1486,<;<;F,"30D84(<), 31104(<) (F)"
0x80031124,0x80030da4,andy5_control,GAME/DELTAPAK.C,1434,<;<;F,"30DA4(<), 31124(<) (F)"
0x800312a8,0x80030f28,andy5_end,GAME/DELTAPAK.C,1428,<;<;F,"30F28(<), 312A8(<) (F)"
0x800312c8,0x80030f48,joby6_init,GAME/DELTAPAK.C,1416,<;<;F,"30F48(<), 312C8(<) (F)"
0x80031320,0x80030fa0,joby6_control,GAME/DELTAPAK.C,1407,<;<;F,"30FA0(<), 31320(<) (F)"
0x8003136c,0x80030fec,joby6_end,GAME/DELTAPAK.C,1401,<;<;F,"30FEC(<), 3136C(<) (F)"
0x800313a4,0x80031024,joby8_init,GAME/DELTAPAK.C,1383,<;<;F,"31024(<), 313A4(<) (F)"
0x80031460,0x800310e0,joby8_control,GAME/DELTAPAK.C,1256,F,"310E0, 31460 (F)"
0x8003195c,0x800315a0,joby8_end,GAME/DELTAPAK.C,1251,<;<;F,"315A0(<), 3195C(<) (F)"
0x800319b4,0x800315f8,andy6_control,GAME/DELTAPAK.C,1219,<;<;F,"315F8(<), 319B4(<) (F)"
0x80031ac0,0x80031690,andy6_end,GAME/DELTAPAK.C,1214,<;<;F,"31690(<), 31AC0(<) (F)"
0x80031ac8,0x80031698,andypew_init,GAME/DELTAPAK.C,1209,<;<;F,"31698(<), 31AC8(<) (F)"
0x80031ae8,0x800316b8,andypew_control,GAME/DELTAPAK.C,1204,<;<;F,"316B8(<), 31AE8(<) (F)"
0x80031af0,0x800316c0,andypew_end,GAME/DELTAPAK.C,1198,<;<;F,"316C0(<), 31AF0(<) (F)"
0x80031b24,0x800316f4,andy7_init,GAME/DELTAPAK.C,1193,<;<;F,"316F4(<), 31B24(<) (F)"
0x80031b34,0x80031704,andy7_control,GAME/DELTAPAK.C,1186,<;<;F,"31704(<), 31B34(<) (F)"
0x80031b84,0x80031754,andy7_end,GAME/DELTAPAK.C,1181,<;<;F,"31754(<), 31B84(<) (F)"
0x80031bb4,0x80031784,cossack_init,GAME/DELTAPAK.C,1176,<;<;F,"31784(<), 31BB4(<) (F)"
0x80031bbc,0x8003178c,cossack_control,GAME/DELTAPAK.C,1102,<;<;F,"3178C(<), 31BBC(<) (F)"
0x80031dc8,0x80031998,cossack_end,GAME/DELTAPAK.C,1096,<;<;F,"31998(<), 31DC8(<) (F)"
0x80031e00,0x800319d0,TriggerDelBrownSmoke,GAME/DELTAPAK.C,1060,<;<;F,"319D0(<), 31E00(<) (F)"
0x80031fac,0x80031b7c,andy9_init,GAME/DELTAPAK.C,1054,<;<;F,"31B7C(<), 31FAC(<) (F)"
0x80031fd4,0x80031ba4,andy9_control,GAME/DELTAPAK.C,1039,<;<;F,"31BA4(<), 31FD4(<) (F)"
0x800320a0,0x80031c08,andy9_end,GAME/DELTAPAK.C,1033,<;<;F,"31C08(<), 320A0(<) (F)"
0x800320cc,0x80031c34,andy8_init,GAME/DELTAPAK.C,1029,<;<;F,"31C34(<), 320CC(<) (F)"
0x800320d4,0x80031c3c,andy8_control,GAME/DELTAPAK.C,1001,<;<;F,"31C3C(<), 320D4(<) (F)"
0x80032190,0x80031cf8,andy8_end,GAME/DELTAPAK.C,992,<;<;F,"31CF8(<), 32190(<) (F)"
0x800321bc,0x80031d24,do_chalk_meshswap,GAME/DELTAPAK.C,985,<;<;F,"31D24(<), 321BC(<) (F)"
0x800321f0,0x80031d58,andy10_init,GAME/DELTAPAK.C,960,<;<;F,"31D58(<), 321F0(<) (F)"
0x80032334,0x80031e9c,andy10_control,GAME/DELTAPAK.C,907,<;<;F,"31E9C(<), 32334(<) (F)"
0x800324c4,0x8003202c,andy10_end,GAME/DELTAPAK.C,889,<;<;F,"3202C(<), 324C4(<) (F)"
0x80032568,0x800320d0,joby7_init,GAME/DELTAPAK.C,882,<;<;F,"320D0(<), 32568(<) (F)"
0x800325a4,0x8003210c,joby7_control,GAME/DELTAPAK.C,831,<;<;F,"3210C(<), 325A4(<) (F)"
0x800327c0,0x80032328,joby7_end,GAME/DELTAPAK.C,816,<;<;F,"32328(<), 327C0(<) (F)"
0x80032858,0x800323c0,andrea4_init,GAME/DELTAPAK.C,812,<;<;F,"323C0(<), 32858(<) (F)"
0x80032860,0x800323c8,andrea4_control,GAME/DELTAPAK.C,791,<;<;F,"323C8(<), 32860(<) (F)"
0x800328fc,0x80032464,andrea4_end,GAME/DELTAPAK.C,786,<;<;F,"32464(<), 328FC(<) (F)"
0x8003291c,0x80032484,do_pierre_gun_meshswap,GAME/DELTAPAK.C,780,<;<;F,"32484(<), 3291C(<) (F)"
0x8003296c,0x800324d4,monk2_init,GAME/DELTAPAK.C,775,<;<;F,"324D4(<), 3296C(<) (F)"
0x8003297c,0x800324e4,monk2_control,GAME/DELTAPAK.C,722,<;<;F,"324E4(<), 3297C(<) (F)"
0x80032a8c,0x800325f4,monk2_end,GAME/DELTAPAK.C,717,<;<;F,"325F4(<), 32A8C(<) (F)"
0x80032aa0,0x80032608,swampy_init,GAME/DELTAPAK.C,700,<;<;F,"32608(<), 32AA0(<) (F)"
0x80032b84,0x800326ec,swampy_control,GAME/DELTAPAK.C,694,<;<;F,"326EC(<), 32B84(<) (F)"
0x80032bb4,0x8003271c,swampy_end,GAME/DELTAPAK.C,679,<;<;F,"3271C(<), 32BB4(<) (F)"
0x80032c90,0x800327f8,CutLaraBubbles,GAME/DELTAPAK.C,652,<;<;F,"327F8(<), 32C90(<) (F)"
0x80032d9c,0x80032904,trigger_title_spotcam,GAME/DELTAPAK.C,555,<;<;F,"32904(<), 32D9C(<) (F)"
0x80032f18,0x80032a80,ResetCutanimate,GAME/DELTAPAK.C,538,<;<;F,"32A80(<), 32F18(<) (F)"
0x80032fe8,0x80032b50,Cutanimate,GAME/DELTAPAK.C,528,<;<;F,"32B50(<), 32FE8(<) (F)"
0x800330b8,0x80032c20,andy11_init,GAME/DELTAPAK.C,520,<;<;F,"32C20(<), 330B8(<) (F)"
0x80033108,0x80032c70,andy11_control,GAME/DELTAPAK.C,477,<;<;F,"32C70(<), 33108(<) (F)"
0x8003326c,0x80032d6c,andy11_end,GAME/DELTAPAK.C,472,<;<;F,"32D6C(<), 3326C(<) (F)"
0x8003328c,0x80032d8c,DetatchSpark,GAME/EFFECT2.C,155,F,"32D8C, 3328C (F)"
0x800333ac,0x80032eac,TriggerSuperJetFlame,GAME/EFFECT2.C,76,F,"32EAC, 333AC (F)"
0x800336b4,0x800331b4,TriggerWaterfallMist,GAME/EFFECT2.C,71,,"331B4, 336B4"
0x80033ab8,0x800335b8,TriggerDartSmoke,GAME/EFFECT2.C,66,,"335B8, 33AB8"
0x80033d9c,0x8003389c,KillAllCurrentItems,GAME/EFFECT2.C,61,F,"3389C, 33D9C (F)"
0x80033dac,0x800338ac,KillEverything,GAME/EFFECT2.C,56,<;<;F,"338AC(<), 33DAC(<) (F)"
0x80033db8,0x800338b8,ControlSmokeEmitter,GAME/EFFECT2.C,51,,"338B8, 33DB8"
0x800347d0,0x800342d0,ControlEnemyMissile,GAME/EFFECT2.C,46,,"342D0, 347D0"
0x80034bf0,0x80034bf0,if,GAME/TOMB4FX.C,713,,loc_34BF0
0x80034f8c,0x80034a8c,SetFadeClip,GAME/TOMB4FX.C,107,<;<;F,"34A8C(<), 34F8C(<) (F)"
0x80034f9c,0x80034a9c,UpdateFadeClip,GAME/TOMB4FX.C,115,<;<;F,"34A9C(<), 34F9C(<) (F)"
0x80035014,0x80034b14,SetScreenFadeOut,GAME/TOMB4FX.C,135,<;<;F,"34B14(<), 35014(<) (F)"
0x80035048,0x80034b48,SetScreenFadeIn,GAME/TOMB4FX.C,150,<;<;F,"34B48(<), 35048(<) (F)"
0x80035078,0x80034b78,Fade,GAME/TOMB4FX.C,666,<;<;F,"34B78(<), 35078(<) (F)"
0x80036bb0,0x800366b0,GetFreeDebris,GAME/DEBRIS.C,9,<;<;F,"366B0(<), 36BB0(<) (F)"
0x80036c5c,0x8003675c,TriggerDebris,GAME/DEBRIS.C,49,,"3675C, 36C5C"
0x80036f3c,0x80036a3c,ShatterObject,GAME/DEBRIS.C,54,,"36A3C, 36F3C"
0x800379b8,0x800374b8,InitSpotCamSequences,GAME/SPOTCAM.C,84,<;<;F,"374B8(<), 379B8(<) (F)"
0x80037a54,0x80037554,Spline,GAME/SPOTCAM.C,1091,<;<;F,"37554(<), 37A54(<) (F)"
0x80037b48,0x80037648,InitialiseSpotCam,GAME/SPOTCAM.C,125,F,"37648, 37B48 (F)"
0x800383d0,0x80037ed0,CalculateSpotCams,GAME/SPOTCAM.C,429,<,"37ED0(<), 383D0(?)"
0x80039690,0x80039190,SoundEffects,GAME/EFFECTS.C,592,<;F,"39190(<), 39690 (F)"
0x80039794,0x80039294,WaterFall,GAME/EFFECTS.C,567,<;<;F,"39294(<), 39794(<) (F)"
0x800398cc,0x800393cc,void_effect,GAME/EFFECTS.C,563,<;<;F,"393CC(<), 398CC(<) (F)"
0x800398d4,0x800393d4,finish_level_effect,GAME/EFFECTS.C,558,<;<;F,"393D4(<), 398D4(<) (F)"
0x800398f4,0x800393f4,turn180_effect,GAME/EFFECTS.C,552,<;<;F,"393F4(<), 398F4(<) (F)"
0x80039910,0x80039410,floor_shake_effect,GAME/EFFECTS.C,540,F,"39410, 39910 (F)"
0x80039a00,0x80039500,SoundFlipEffect,GAME/EFFECTS.C,534,<;<;F,"39500(<), 39A00(<) (F)"
0x80039a34,0x80039534,RubbleFX,GAME/EFFECTS.C,516,<;<;F,"39534(<), 39A34(<) (F)"
0x80039ae0,0x800395e0,PoseidonSFX,GAME/EFFECTS.C,510,<;<;F,"395E0(<), 39AE0(<) (F)"
0x80039b10,0x80039610,ActivateCamera,GAME/EFFECTS.C,505,<;<;F,"39610(<), 39B10(<) (F)"
0x80039b24,0x80039624,ActivateKey,GAME/EFFECTS.C,500,<;<;F,"39624(<), 39B24(<) (F)"
0x80039b38,0x80039638,SwapCrowbar,GAME/EFFECTS.C,489,<;<;F,"39638(<), 39B38(<) (F)"
0x80039b94,0x80039694,ExplosionFX,GAME/EFFECTS.C,482,<;<;F,"39694(<), 39B94(<) (F)"
