priority_rank,bucket,score,final_psx_address,beta_psx_address,repo_function,file,line,status,markers,mapping_status,ghidra_entry,ghidra_name,body_size,caller_count,callee_count,runtime_focus,nd,reason,next_step
164,P2,1585,0x80058678,0x800581d8,CogSwitchControl,GAME/SWITCH.C,167,decompiled,,mapped,0x80058678,FUN_80058678,380,0,3,no,no,adresse Ghidra disponible; 3 callee(s); body_size 380; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
165,P2,1581,0x8005d494,0x8005d018,TriggerAlertLight,GAME/OBJLIGHT.C,17,decompiled,,mapped,0x8005d494,FUN_8005d494,256,1,3,no,no,adresse Ghidra disponible; 1 caller(s); 3 callee(s); body_size 256; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
166,P2,1570,0x80063060,0x8006297c,LoadGame,SPEC_PSX/LOADSAVE.C,119,decompiled,,mapped,0x80063060,FUN_80063060,320,2,4,no,no,adresse Ghidra disponible; 2 caller(s); 4 callee(s); body_size 320; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
167,P2,1537,0x80057e20,0x80057980,JumpSwitchCollision,GAME/SWITCH.C,191,decompiled,,mapped,0x80057e20,FUN_80057e20,332,0,3,no,no,adresse Ghidra disponible; 3 callee(s); body_size 332; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
168,P2,1533,0x8005fdd0,0x8005f0f0,GPU_BeginScene,SPEC_PSXPC/MISC.C,130,decompiled,,mapped,0x8005fdd0,FUN_8005fdd0,68,5,1,no,no,adresse Ghidra disponible; 5 caller(s); 1 callee(s); body_size 68; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
169,P2,1530,0x80063060,0x8006297c,LoadGame,SPEC_PSXPC/LOADSAVE.C,110,decompiled,,mapped,0x80063060,FUN_80063060,320,2,4,no,no,adresse Ghidra disponible; 2 caller(s); 4 callee(s); body_size 320; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
170,P2,1528,0x800486d0,0x8004826c,AimWeapon,GAME/LARAFIRE.C,191,decompiled,,mapped,0x800486d0,FUN_800486d0,188,2,0,no,no,adresse Ghidra disponible; 2 caller(s); body_size 188; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
171,P2,1522,0x8008ff20,0x8008dedc,GetStringLength,SPEC_PSXPC/TEXT_S.C,11,decompiled,,mapped,0x8008ff20,FUN_8008ff20,332,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 332; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
172,P2,1521,0x8005d594,0x8005d118,ControlStrobeLight,GAME/OBJLIGHT.C,22,decompiled,,mapped,0x8005d594,FUN_8005d594,316,0,3,no,no,adresse Ghidra disponible; 3 callee(s); body_size 316; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
173,P2,1495,0x80056284,0x80055de4,SwitchTrigger,GAME/SWITCH.C,457,decompiled,,mapped,0x80056284,FUN_80056284,360,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 360; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
174,P2,1494,0x8005fb58,0x8005ee78,DrawTPage,SPEC_PSXPC_N/MISC.C,112,decompiled,,mapped,0x8005fb58,FUN_8005fb58,84,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 84; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
175,P2,1484,0x8004ff20,0x8004fabc,AnimateWaterfalls,GAME/OBJECTS.C,189,decompiled,,mapped,0x8004ff20,FUN_8004ff20,264,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 264; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
176,P2,1472,0x8009373c,0x800916f8,S_SoundSampleIsPlaying,SPEC_PSXPC_N/SFX.C,184,decompiled,,mapped,0x8009373c,FUN_8009373c,112,2,2,no,no,adresse Ghidra disponible; 2 caller(s); 2 callee(s); body_size 112; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
177,P2,1463,0x80061a68,0x80060f34,DoPauseMenu,SPEC_PSXPC/SPECIFIC.C,550,decompiled,,mapped,0x80061a68,FUN_80061a68,408,1,3,no,no,adresse Ghidra disponible; 1 caller(s); 3 callee(s); body_size 408; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
178,P2,1444,0x80060054,0x8005f374,GPU_SyncBothScreens,SPEC_PSXPC_N/MISC.C,375,decompiled,,mapped,0x80060054,FUN_80060054,84,2,2,no,no,adresse Ghidra disponible; 2 caller(s); 2 callee(s); body_size 84; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
179,P2,1430,0x80053800,0x8005339c,CollectCarriedItems,GAME/PICKUP.C,148,decompiled,,mapped,0x80053800,FUN_80053800,140,1,2,no,no,adresse Ghidra disponible; 1 caller(s); 2 callee(s); body_size 140; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
180,P2,1410,0x80081a28,0x8007f9e4,MakeMono,SPEC_PSXPC_N/DRAWOBJ.C,2125,decompiled,,mapped,0x80081a28,FUN_80081a28,240,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 240; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
181,P2,1399,0x800936d4,0x80091690,S_SoundStopSample,SPEC_PSXPC/SFX.C,91,decompiled,,mapped,0x800936d4,FUN_800936d4,104,3,3,no,no,adresse Ghidra disponible; 3 caller(s); 3 callee(s); body_size 104; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
182,P2,1391,0x80058358,0x80057eb8,FullBlockSwitchControl,GAME/SWITCH.C,179,decompiled,,mapped,0x80058358,FUN_80058358,256,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 256; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
183,P2,1390,0x800598f8,0x8005947c,FallingBlockCollision,GAME/TRAPS.C,232,decompiled,,mapped,0x800598f8,FUN_800598f8,220,0,2,no,no,adresse Ghidra disponible; 2 callee(s); body_size 220; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
184,P2,1388,0x8009350c,0x800914c8,PlaySample,SPEC_PSXPC_N/SFX.C,164,decompiled,,mapped,0x8009350c,FUN_8009350c,28,2,2,no,no,adresse Ghidra disponible; 2 caller(s); 2 callee(s); body_size 28; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
185,P2,1369,0x80061204,0x8006068c,S_control_screen_position,SPEC_PSXPC_N/SPECIFIC.C,61,decompiled,,mapped,0x80061204,FUN_80061204,284,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 284; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
186,P2,1326,0x8005f264,0x8005e078,GPU_FlipNoIdle,SPEC_PSXPC/GPU.C,73,decompiled,,mapped,0x8005f264,FUN_8005f264,236,1,4,no,no,adresse Ghidra disponible; 1 caller(s); 4 callee(s); body_size 236; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
187,P2,1318,0x8005ef84,0x8005ef84,DrawLineV,SPEC_PSXPC_N/MISC.C,170,decompiled,,mapped,0x8005ef84,FUN_8005ef84,148,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 148; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
188,P2,1302,0x8005f1c8,0x8005df68,GPU_UseOrderingTables,SPEC_PSX/GPU.C,27,decompiled,,mapped,0x8005f1c8,FUN_8005f1c8,72,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 72; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
189,P2,1298,0x8005ffa8,0x8005f2c8,LOAD_DrawEnable,SPEC_PSXPC_N/MISC.C,244,decompiled,,mapped,0x8005ffa8,FUN_8005ffa8,8,2,0,no,no,adresse Ghidra disponible; 2 caller(s); body_size 8; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
190,P2,1274,0x8005fb58,0x8005ee78,DrawTPage,SPEC_PSXPC/MISC.C,80,decompiled,,mapped,0x8005fb58,FUN_8005fb58,84,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 84; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
191,P2,1268,0x8004b83c,0x8004b3d8,DelAlignLaraToRope,GAME/LARAMISC.C,131,decompiled,,mapped,0x8004b83c,FUN_8004b83c,48,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 48; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
192,P2,1267,0x80059874,0x800593f8,TrapDoorCollision,GAME/TRAPS.C,226,decompiled,,mapped,0x80059874,FUN_80059874,132,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 132; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
193,P2,1262,0x8005f1c8,0x8005df68,GPU_UseOrderingTables,SPEC_PSXPC/GPU.C,25,decompiled,,mapped,0x8005f1c8,FUN_8005f1c8,72,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 72; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
194,P2,1262,0x800789e0,0x8007699c,mLoadMatrix,SPEC_PSXPC/MATHS.C,392,decompiled,,mapped,0x800789e0,FUN_800789e0,72,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 72; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
195,P2,1258,0x80088d08,0x80086cc4,OptimiseOTagR,SPEC_PSXPC_N/SHADOWS.C,75,decompiled,,mapped,0x80088d08,FUN_80088d08,88,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 88; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
196,P2,1252,0x8009373c,0x800916f8,S_SoundSampleIsPlaying,SPEC_PSXPC/SFX.C,116,decompiled,,mapped,0x8009373c,FUN_8009373c,112,2,2,no,no,adresse Ghidra disponible; 2 caller(s); 2 callee(s); body_size 112; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
197,P2,1224,0x80060054,0x8005f374,GPU_SyncBothScreens,SPEC_PSXPC/MISC.C,281,decompiled,,mapped,0x80060054,FUN_80060054,84,2,2,no,no,adresse Ghidra disponible; 2 caller(s); 2 callee(s); body_size 84; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
198,P2,1206,0x80093d80,0x80091d34,S_SoundStopAllSamples,SPEC_PSXPC/SFX.C,106,decompiled,,mapped,0x80093d80,FUN_80093d80,16,3,0,no,no,adresse Ghidra disponible; 3 caller(s); body_size 16; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
199,P2,1190,0x80060040,0x8005f360,GPU_SetScreenPosition,SPEC_PSXPC_N/MISC.C,365,decompiled,,mapped,0x80060040,FUN_80060040,20,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 20; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
200,P2,1189,0x80061204,0x8006068c,S_control_screen_position,SPEC_PSX/SPECIFIC.C,61,decompiled,,mapped,0x80061204,FUN_80061204,284,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 284; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
201,P2,1149,0x80061204,0x8006068c,S_control_screen_position,SPEC_PSXPC/SPECIFIC.C,56,decompiled,,mapped,0x80061204,FUN_80061204,284,0,1,no,no,adresse Ghidra disponible; 1 callee(s); body_size 284; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
202,P2,1148,0x8002eaa0,0x8002e794,special4_init,GAME/DELTAPAK.C,2580,decompiled,,mapped,0x8002eaa0,FUN_8002eaa0,48,0,0,no,no,adresse Ghidra disponible; body_size 48; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
203,P2,1148,0x8002ea40,0x8002e734,special3_control,GAME/DELTAPAK.C,2606,decompiled,,mapped,0x8002ea40,FUN_8002ea40,48,0,0,no,no,adresse Ghidra disponible; body_size 48; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
204,P2,1098,0x8005ef84,0x8005ef84,DrawLineV,SPEC_PSXPC/MISC.C,90,decompiled,,mapped,0x8005ef84,FUN_8005ef84,148,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 148; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
205,P2,1078,0x8005ffa8,0x8005f2c8,LOAD_DrawEnable,SPEC_PSXPC/MISC.C,125,decompiled,,mapped,0x8005ffa8,FUN_8005ffa8,8,2,0,no,no,adresse Ghidra disponible; 2 caller(s); body_size 8; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
206,P2,1038,0x80088d08,0x80086cc4,OptimiseOTagR,SPEC_PSXPC/SHADOWS.C,3,decompiled,,mapped,0x80088d08,FUN_80088d08,88,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 88; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
207,P2,1009,0x800937ac,0x80091768,S_SoundSetPitch,SPEC_PSXPC/SFX.C,137,decompiled,,mapped,0x800937ac,FUN_800937ac,24,1,1,no,no,adresse Ghidra disponible; 1 caller(s); 1 callee(s); body_size 24; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
208,P2,1007,0x800629bc,0x800622d8,mcFormat,SPEC_PSXPC/MEMCARD.C,233,decompiled,,mapped,0x800629bc,FUN_800629bc,72,0,3,no,no,adresse Ghidra disponible; 3 callee(s); body_size 72; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
209,P2,970,0x80060040,0x8005f360,GPU_SetScreenPosition,SPEC_PSXPC/MISC.C,271,decompiled,,mapped,0x80060040,FUN_80060040,20,1,0,no,no,adresse Ghidra disponible; 1 caller(s); body_size 20; statut decompiled,"Comparer Ghidra/MIPS, valider types/bit-fields, puis décider F ou D."
210,P2,800,0x800b4904,0x800b4904,InitialiseAnimatedTextures,GAME/SETUP.C,172,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
211,P2,800,0x800b4a40,0x800b4a40,init_water_table,GAME/SETUP.C,254,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
212,P2,800,0x800b4d14,0x800b4d14,InitialiseSqrtTable,GAME/SETUP.C,318,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
213,P2,800,0x800b4d64,0x800b4d64,InitTarget,GAME/SETUP.C,331,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
214,P2,800,0x800b4e28,0x800b4e28,InitBinoculars,GAME/SETUP.C,371,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
215,P2,800,0x800b4ee4,0x800b4ee4,InitialiseLaraCarriedItems,GAME/SETUP.C,422,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
216,P2,800,0x800b52fc,0x800b52fc,InitialiseFootPrints,GAME/SETUP.C,606,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
217,P2,800,0x800b5328,0x800b5328,BaddyObjects,GAME/SETUP.C,618,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
218,P2,800,0x80005de0,0x800b96ec,InitialiseObjects,GAME/SETUP.C,893,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
219,P2,800,0x800b3b50,0x800b3b50,LoadLevel,GAME/SETUP.C,1009,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
220,P2,800,0x800b7e04,0x800b7e04,TrapObjects,GAME/SETUP.C,1724,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
221,P2,800,0x800b84f0,0x800b84f0,ObjectObjects,GAME/SETUP.C,1729,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
222,P2,530,0x8005dd00,0x8005d884,cbvsync,SPEC_PSXPC/CD.C,86,decompiled,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
223,P2,300,0x80001054,0x80001054,sub_1054,SPEC_PSXPC_N/TITSEQ.C,738,unknown,,repo_only,,,0,0,0,yes,no,chemin runtime/chargement/input; repo-only: mapping à vérifier; statut unknown,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
224,P2,100,0x800221c4,0x800221c4,EscapeBox,GAME/BOX.C,733,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
225,P2,100,0x80028b5c,0x80028b5c,mgLOS,GAME/CAMERA.C,2015,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
226,P2,100,0x80020b48,0x80020b48,ResetGuards,GAME/CONTROL.C,2065,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
227,P2,100,0x8002ced4,0x8002ced4,InitPackNodes,GAME/DELTAPAK.C,3574,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
228,P2,100,0x8002bfa0,0x8002bfa0,CalculateObjectLightingLara,GAME/DRAW.C,66,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
229,P2,100,0x8008582c,0x8008582c,GetFrames,GAME/DRAW.C,112,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
230,P2,100,0x8003b3cc,0x8003b3cc,DrawAirBar,GAME/HEALTH.C,126,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
231,P2,100,0x800444a4,0x800444a4,undraw_pistols,GAME/LARA2GUN.C,100,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
232,P2,100,0x800459cc,0x800459cc,if,GAME/LARACLMB.C,996,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
233,P2,100,0x84000000,0x84000000,if,GAME/LARAFIRE.C,156,decompiled,int*,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
234,P2,100,0x8c000000,0x8c000000,if,GAME/LARAFIRE.C,160,decompiled,int*,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
235,P2,100,0x88000000,0x88000000,if,GAME/LARAFIRE.C,165,decompiled,int*,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
236,P2,100,0x80034bf0,0x80034bf0,if,GAME/TOMB4FX.C,713,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
237,P2,50,0x8008139c,0x8008139c,GetBounds_AI,SPEC_PSXPC_N/ANIMITEM.C,17,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
238,P2,50,0x80081c18,0x80081c18,mLoadMatrix_AI,SPEC_PSXPC_N/ANIMITEM.C,104,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
239,P2,50,0x80081c0c,0x80081c0c,mmPopMatrix_AI,SPEC_PSXPC_N/ANIMITEM.C,139,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
240,P2,50,0x80081858,0x80081858,mRotY_AI,SPEC_PSXPC_N/ANIMITEM.C,166,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
241,P2,50,0x800817b0,0x800817b0,mRotX_AI,SPEC_PSXPC_N/ANIMITEM.C,231,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
242,P2,50,0x80081918,0x80081918,mRotZ_AI,SPEC_PSXPC_N/ANIMITEM.C,298,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
243,P2,50,0x80081468,0x80081468,GetFrames_AI,SPEC_PSXPC_N/ANIMITEM.C,368,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
244,P2,50,0x80081ab0,0x80081ab0,mTranslateXYZ_AI,SPEC_PSXPC_N/ANIMITEM.C,404,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
245,P2,50,0x800818fc,0x800818fc,mRotYXZ_AI,SPEC_PSXPC_N/ANIMITEM.C,535,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
246,P2,50,0x80080dd8,0x80080dd8,calc_animating_item_clip_window,SPEC_PSXPC_N/ANIMITEM.C,542,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
247,P2,50,0x800811fc,0x800811fc,mClipBoundingBox_AI,SPEC_PSXPC_N/ANIMITEM.C,866,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
248,P2,50,0x80081df4,0x80081df4,InitInterpolation_AI,SPEC_PSXPC_N/ANIMITEM.C,988,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
249,P2,50,0x800821dc,0x800821dc,iTranslateXYZ2_AI,SPEC_PSXPC_N/ANIMITEM.C,1035,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
250,P2,50,0x800821d0,0x800821d0,iTranslateXYZ_AI,SPEC_PSXPC_N/ANIMITEM.C,1165,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
251,P2,50,0x800819fc,0x800819fc,mRotSuperPackedYXZ_AI,SPEC_PSXPC_N/ANIMITEM.C,1172,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
252,P2,50,0x80082110,0x80082110,SetRotation_I_AI,SPEC_PSXPC_N/ANIMITEM.C,1210,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
253,P2,50,0x80082140,0x80082140,iRotSuperPackedYXZ_AI,SPEC_PSXPC_N/ANIMITEM.C,1417,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
254,P2,50,0x80081e60,0x80081e60,iPushMatrix_AI,SPEC_PSXPC_N/ANIMITEM.C,1678,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
255,P2,50,0x80081eb0,0x80081eb0,iPopMatrix_AI,SPEC_PSXPC_N/ANIMITEM.C,1693,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
256,P2,50,0x80081c60,0x80081c60,erk_interpolated,SPEC_PSXPC_N/ANIMITEM.C,1718,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
257,P2,50,0x80081750,0x80081750,stash_the_info,SPEC_PSXPC_N/ANIMITEM.C,2008,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
